序,年份,文章标题,导师论文署名单位,论文对应经历阶段,统一研究主题,研究问题,采用方法,应用领域,证据位置,未完成事项序号
44,2025,Implicit Search via Discrete Diffusion: A Study on Chess,待核验,阶段待核验,扩散推理与规划,能否把类似搜索的规划能力内化进生成模型？,DiffuSearch使用离散扩散预测未来世界状态。,扩散推理与规划,"论文信息汇总.csv 序44：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2502.19805；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
原文摘要依据：“In the post-AlphaGo era, there has been a renewed interest in search techniques such as Monte Carlo Tree Search (MCTS), particularly in their application to Large Language Models (LLMs). This renewed ”。",P44-C;P44-D;P44-A;P44-R;P44-F
45,2025,G-LLaVA: Solving Geometric Problem with Multi-Modal Large Language Model,待核验,阶段待核验,数学推理与题目合成,多模态模型如何理解几何元素并解答几何题？,借助几何逻辑与可缩放性构造Geo170K，再训练G-LLaVA。,数学推理与题目合成,"论文信息汇总.csv 序45：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2312.11370；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
原文摘要依据：“Large language models (LLMs) have shown remarkable proficiency in human-level reasoning and generation capabilities, which encourages extensive research on their application in mathematical problem so”。",P45-C;P45-D;P45-A;P45-R;P45-F
46,2025,Why Does the Effective Context Length of LLMs Fall Short?,香港大学,香港大学；助理教授；2020-至今,长上下文建模与压缩,模型有效上下文长度为何短于训练窗口？,分析相对位置频率偏差，并用STRING移动训练充分的位置编码。,长上下文建模与压缩,"论文信息汇总.csv 序46：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Why Does the Effective Context Length of LLMs Fall Short_.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2410.18745；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
原文摘要依据：“Advancements in distributed training and efficient attention mechanisms have significantly expanded the context window sizes of large language models (LLMs). However, recent work reveals that the effe”。",P46-C;P46-R;P46-F
47,2025,Scaling Diffusion Language Models via Adaptation from Autoregressive Models,香港大学,香港大学；助理教授；2020-至今,扩散文本生成,如何利用现有自回归模型降低大规模扩散语言模型的训练门槛？,连接自回归与扩散目标，通过持续预训练转换GPT和LLaMA。,扩散文本生成,"论文信息汇总.csv 序47：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Scaling Diffusion Language Models via Adaptation from Autoregressive Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2410.17891；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2025”。
原文摘要依据：“Diffusion Language Models (DLMs) have emerged as a promising new paradigm for text generative modeling, potentially addressing limitations of autoregressive (AR) models. However, current DLMs have bee”。",P47-C;P47-R
48,2025,Forewarned is Forearmed: Harnessing LLMs for Data Synthesis via Failure-induced Exploration,香港大学,香港大学；助理教授；2020-至今,任务数据合成,合成数据如何主动覆盖目标模型的薄弱情形？,ReverseGen训练提议者生成使目标模型失败的问题，再构造训练数据。,任务数据合成,"论文信息汇总.csv 序48：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Forewarned is Forearmed_ Harnessing LLMs for Data Synthesis via Failure-induced Exploration.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2410.16736；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“Large language models (LLMs) have significantly benefited from training on diverse, high-quality task-specific data, leading to impressive performance across a range of downstream applications. Curren”。",P48-C;P48-F;P48-V
49,2025,ImgTrojan: Jailbreaking Vision-Language Models with ONE Image,香港大学,香港大学；助理教授；2020-至今,模型安全与可靠性,视觉语言模型对训练数据中的图像后门有多脆弱？,研究被污染图文训练对引发的安全失效，并比较污染比例和参数位置。,模型安全与可靠性,"论文信息汇总.csv 序49：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_ImgTrojan_ Jailbreaking Vision-Language Models with ONE Image.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.naacl-long.360/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“There has been an increasing interest in the alignment of large language models (LLMs) with human values. However, the safety issues of their integration with a vision module, or vision language model”。",P49-C;P49-R
50,2025,FactTrack: Time-Aware World State Tracking in Story Outlines,香港大学,香港大学；助理教授；2020-至今,可控文本生成与一致性,故事世界中的事实变化如何与事实矛盾区分？,FactTrack提取原子事实、维护时间有效区间并持续更新世界状态。,可控文本生成与一致性,"论文信息汇总.csv 序50：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_FactTrack_ Time-Aware World State Tracking in Story Outlines.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.naacl-long.144/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“While accurately detecting and correcting factual contradictions in language model outputs has become increasingly important as their capabilities improve, doing so is highly challenging. We propose a”。",P50-C;P50-A;P50-R
51,2025,How Well Do LLMs Handle Cantonese? Benchmarking Cantonese Capabilities of Large Language Models,香港大学,香港大学；助理教授；2020-至今,多语言能力与低资源学习,如何检验大模型的粤语知识、逻辑与推理能力？,梳理粤语NLP资源，建立事实、数学和复杂推理等基准。,多语言能力与低资源学习,"论文信息汇总.csv 序51：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_How Well Do LLMs Handle Cantonese_ Benchmarking Cantonese Capabilities of Large Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.findings-naacl.253/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“The rapid evolution of large language models (LLMs) has transformed the competitive landscape in natural language processing (NLP), particularly for English and other data-rich languages. However, und”。",P51-C;P51-R
140,2025,Exploring the Reliability of Large Language Models as Customized Evaluators for Diverse NLP Tasks,香港大学,香港大学；助理教授；2020-至今,模型评价与奖励学习,LLM能否按不同任务标准可靠替代人工评价？,细粒度比较模型与专家对评价标准的理解和执行。,模型评价与奖励学习,"论文信息汇总.csv 序140：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Exploring the Reliability of Large Language Models as Customized Evaluators for Diverse NLP Tasks.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.coling-main.688/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
原文摘要依据：“Previous work adopts large language models (LLMs) as evaluators to evaluate natural language process (NLP) tasks. However, certain shortcomings, e.g., fairness, scope, and accuracy, persist for curren”。",P140-C;P140-R
151,2025,BioMaze: Benchmarking and Enhancing Large Language Models for Biological Pathway Reasoning,香港大学,香港大学；助理教授；2020-至今,生物通路推理,LLM能否推理复杂、受扰动的生物通路？,BioMaze从真实研究构建5.1K问题，PathSeeker交互导航子图。,生物通路推理,"论文信息汇总.csv 序151：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_BioMaze_ Benchmarking and Enhancing Large Language Models for Biological Pathway Reasoning.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2502.16660；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“The applications of large language models (LLMs) in various biological domains have been explored recently, but their reasoning ability in complex biological systems, such as pathways, remains underex”。",P151-C;P151-R
153,2025,Scaling Reasoning without Attention,香港大学,香港大学；助理教授；2020-至今,推理部署与参数效率,复杂推理能否摆脱注意力和KV缓存开销？,以Mamba-2状态空间层结合PromptCoT数据及两阶段课程微调。,推理部署与参数效率,"论文信息汇总.csv 序153：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Scaling Reasoning without Attention.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2505.22425；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Large language models (LLMs) have made significant advances in complex reasoning tasks, yet they remain bottlenecked by two core challenges: architectural inefficiency due to reliance on Transformers,”。",P153-C
154,2025,Dream 7B: Diffusion Large Language Models,香港大学,香港大学；助理教授；2020-至今,扩散文本生成,开放扩散语言模型如何兼顾通用能力和灵活生成？,Dream 7B由自回归模型初始化，使用上下文自适应噪声调度。,扩散文本生成,"论文信息汇总.csv 序154：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Dream 7B_ Diffusion Large Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2508.15487；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“We introduce Dream 7B, the most powerful open diffusion large language model to date. Unlike autoregressive (AR) models that generate tokens sequentially, Dream 7B employs discrete diffusion modeling ”。",P154-C;P154-R
155,2025,Dream-Coder 7B: An Open Diffusion Language Model for Code,香港大学,香港大学；助理教授；2020-至今,扩散代码生成,代码扩散模型如何形成适应任务的生成顺序？,从自回归检查点转换，结合截断、填充惩罚和可验证奖励训练。,扩散代码生成,"论文信息汇总.csv 序155：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Dream-Coder 7B_ An Open Diffusion Language Model for Code.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2509.01142；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“We present Dream-Coder 7B, an open-source discrete diffusion language model for code generation that exhibits emergent any-order generation capabilities. Unlike traditional autoregressive (AR) models ”。",P155-C;P155-R
156,2025,LongEmotion: Measuring Emotional Intelligence of Large Language Models in Long-Context Interaction,待核验,阶段待核验,社会智能与角色控制,长程交互中的情绪理解如何评价？,LongEmotion涵盖情绪识别、知识应用和共情生成，并结合检索及多智能体。,社会智能与角色控制,"论文信息汇总.csv 序156：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2509.07403；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Large language models (LLMs) have made significant progress in Emotional Intelligence (EI) and long-context modeling. However, existing benchmarks often overlook the fact that emotional information pr”。",P156-C;P156-D;P156-A;P156-R
157,2025,PromptCoT 2.0: Scaling Prompt Synthesis for Large Language Model Reasoning,香港大学,香港大学；助理教授；2020-至今,数学推理与题目合成,高难度训练问题如何自动扩大规模和覆盖范围？,PromptCoT 2.0以EM迭代优化出题理由，支持自博弈和教师蒸馏。,数学推理与题目合成,"论文信息汇总.csv 序157：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_PromptCoT 2.0_ Scaling Prompt Synthesis for Large Language Model Reasoning.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2509.19894；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Large language models (LLMs) are evolving from conversational systems into strong reasoners for tasks such as Olympiad mathematics and competitive programming. While scaling parameters and test-time c”。",P157-C
159,2025,Reasoning Path Divergence: A New Metric and Curation Strategy to Unlock LLM Diverse Thinking,香港大学,香港大学；助理教授；2020-至今,推理与决策规划,如何提高推理训练和测试采样的解法多样性？,RPD对齐并比较中间推理步骤，据此选择一题多解训练集。,推理与决策规划,"论文信息汇总.csv 序159：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Reasoning Path Divergence_ A New Metric and Curation Strategy to Unlock LLM Diverse Thinking.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2510.26122；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“While Test-Time Scaling (TTS) has proven effective in improving the reasoning ability of large language models (LLMs), low diversity in model outputs often becomes a bottleneck; this is partly caused ”。",P159-C
160,2025,DoPE: Denoising Rotary Position Embedding,香港大学,香港大学；助理教授；2020-至今,长上下文建模与压缩,RoPE的低频结构为何可能破坏长上下文外推？,以频谱和矩阵熵分析噪声头，再用高斯分布重参数化注意力。,长上下文建模与压缩,"论文信息汇总.csv 序160：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_DoPE_ Denoising Rotary Position Embedding.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2511.09146；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Positional encoding is essential for large language models (LLMs) to represent sequence order, yet recent studies show that Rotary Position Embedding (RoPE) can induce massive activation. We investiga”。",P160-C
161,2025,Beyond Confidence: Adaptive and Coherent Decoding for Diffusion Language Models,香港大学,香港大学；助理教授；2020-至今,扩散文本生成,只依置信度的扩散解码如何保持跨步一致性？,CCD用历史轨迹修正和条件互信息调整每步解除掩码预算。,扩散文本生成,"论文信息汇总.csv 序161：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Beyond Confidence_ Adaptive and Coherent Decoding for Diffusion Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2512.02044；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Diffusion Language Models (DLMs) have recently achieved significant success due to their any-order generation capabilities. However, existing inference methods typically rely on local, immediate-step ”。",P161-C
162,2025,Dream-VL & Dream-VLA: Open Vision-Language and Vision-Language-Action Models with Diffusion Language Model Backbone,香港大学,香港大学；助理教授；2020-至今,扩散视觉与动作生成,扩散语言主干能否改善视觉规划与机器人控制？,构建Dream-VL，再以机器人数据持续训练Dream-VLA。,扩散视觉与动作生成,"论文信息汇总.csv 序162：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Dream-VL & Dream-VLA_ Open Vision-Language and Vision-Language-Action Models with Diffusion Language Model Backbone.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2512.22615；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“While autoregressive Large Vision-Language Models (VLMs) have achieved remarkable success, their sequential generation often limits their efficacy in complex visual planning and dynamic robotic contro”。",P162-C
16,2026,ScienceBoard: Evaluating Multimodal Autonomous Agents in Realistic Scientific Workflows,待核验,阶段待核验,工具智能体与任务评测,计算机操作智能体能否完成真实科学工作流？,构建多领域科学软件环境与169项人工验证任务。,工具智能体与任务评测,"论文信息汇总.csv 序16：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2505.19897；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
原文摘要依据：“Large Language Models (LLMs) have extended their impact beyond Natural Language Processing, substantially fostering the development of interdisciplinary research. Recently, various LLM-based agents ha”。",P16-C;P16-D;P16-A;P16-R;P16-F
17,2026,SwingArena: Adversarial Programming Arena for Long-Context GitHub Issue Solving,香港大学,香港大学；助理教授；2020-至今,工具智能体与任务评测,代码智能体如何在真实协作与持续集成流程中解决仓库问题？,让提交者与审查者模型对抗协作，并加入检索增强代码生成。,工具智能体与任务评测,"论文信息汇总.csv 序17：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_SwingArena_ Adversarial Programming Arena for Long-Context GitHub Issue Solving.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2505.23932；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2026”。
原文摘要依据：“We present SwingArena, a competitive evaluation framework for Large Language Models (LLMs) that closely mirrors real-world software development workflows. Unlike traditional static benchmarks, SwingAr”。",P17-C;P17-R;P17-V
18,2026,PERSONA: Dynamic and Compositional Inference-Time Personality Control via Activation Vector Algebra,香港大学,香港大学；助理教授；2020-至今,社会智能与角色控制,语言模型的人格如何在推理时动态组合和调节？,从激活中提取近似正交的人格方向，使用向量代数控制强度与组合。,社会智能与角色控制,"论文信息汇总.csv 序18：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_PERSONA_ Dynamic and Compositional Inference-Time Personality Control via Activation Vector Algebra.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2602.15669；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2026”。
原文摘要依据：“Current methods for personality control in Large Language Models rely on static prompting or expensive fine-tuning, failing to capture the dynamic and compositional nature of human traits. We introduc”。",P18-C
19,2026,ATTS: Asynchronous Test-Time Scaling via Conformal Prediction,香港大学,香港大学；助理教授；2020-至今,推理部署与参数效率,测试时推理扩展如何降低同步、内存和延迟开销？,用保形预测、在线校准与三级拒绝采样实现异步扩展。,推理部署与参数效率,"论文信息汇总.csv 序19：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_ATTS_ Asynchronous Test-Time Scaling via Conformal Prediction.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2509.15148；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2026”。
原文摘要依据：“Large language models (LLMs) benefit from test-time scaling but are often hampered by high inference latency. Speculative decoding is a natural way to accelerate the scaling process; however, scaling ”。",P19-C;P19-A;P19-R
20,2026,DiffuCoder: Understanding and Improving Masked Diffusion Models for Code Generation,待核验,阶段待核验,扩散代码生成,掩码扩散代码模型的生成顺序和强化学习应如何设计？,分析DiffuCoder的去噪过程，并用互补掩码噪声构建coupled-GRPO。,扩散代码生成,"论文信息汇总.csv 序20：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2506.20639；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
原文摘要依据：“Diffusion large language models (dLLMs) are compelling alternatives to autoregressive (AR) models because their denoising models operate over the entire sequence. The global planning and iterative ref”。",P20-C;P20-D;P20-A;P20-R;P20-F
21,2026,MMSearch-Plus: Benchmarking Provenance-Aware Search for Multimodal Browsing Agents,待核验,阶段待核验,工具智能体与任务评测,多模态浏览智能体是否真正追踪并核验视觉线索？,构建311项搜索任务，并加入标记、裁剪和定向检索模块。,工具智能体与任务评测,"论文信息汇总.csv 序21：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2508.21475；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第4页；版本2026-01-27。
原文摘要依据：“Existing multimodal browsing benchmarks often fail to require genuine multimodal reasoning, as many tasks can be solved with text-only heuristics without vision-in-the-loop verification. We introduce ”。",P21-C;P21-D;P21-A;P21-R;P21-F
22,2026,DreamOn: Diffusion Language Models For Code Infilling Beyond Fixed-size Canvas,香港大学,香港大学；助理教授；2020-至今,扩散代码生成,固定掩码长度如何不再限制扩散代码补全？,在扩散中增加两种长度控制状态，允许预测驱动的扩展与收缩。,扩散代码生成,"论文信息汇总.csv 序22：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_DreamOn_ Diffusion Language Models For Code Infilling Beyond Fixed-size Canvas.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2602.01326；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2026”。
原文摘要依据：“Diffusion Language Models (DLMs) present a compelling alternative to autoregressive models, offering flexible, any-order infilling without specialized prompting design. However, their practical utilit”。",P22-C
23,2026,TEMPLE:Temporal Preference Learning of Video LLMs via Difficulty Scheduling and Pre-SFT Alignment,待核验,阶段待核验,视频时序理解,视频模型缺少时间监督时，如何改善时序推理？,构造时序扰动偏好对，并在SFT前实施渐进DPO对齐。,视频时序理解,"论文信息汇总.csv 序23：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2503.16929；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
原文摘要依据：“Video Large Language Models (Video LLMs) have achieved significant success by adopting the paradigm of large-scale pre-training followed by supervised fine-tuning (SFT). However, existing approaches s”。",P23-C;P23-D;P23-A;P23-R;P23-F
158,2026,OS-Sentinel: Towards Safety-Enhanced Mobile GUI Agents via Hybrid Validation in Realistic Workflows,待核验,阶段待核验,工具智能体与任务评测,移动界面智能体的危险操作如何被可靠检测？,MobileRisk-Live提供真实轨迹，OS-Sentinel结合形式验证与多模态情境判断。,工具智能体与任务评测,"论文信息汇总.csv 序158：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://aclanthology.org/2026.acl-long.431/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
原文摘要依据：“Computer-using agents powered by Vision-Language Models (VLMs) have demonstrated human-like capabilities in operating digital environments like mobile platforms. While these agents hold great promise ”。",P158-C;P158-D;P158-A;P158-R
163,2026,MMFormalizer: Multimodal Autoformalization in the Wild,待核验,阶段待核验,形式化定理证明,如何把含视觉和物理约束的现实问题转为形式命题？,MMFormalizer递归完成感知落地与公理组合，并自适应停止。,形式化定理证明,"论文信息汇总.csv 序163：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2601.03017；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Autoformalization, which translates natural language mathematics into formal statements to enable machine reasoning, faces fundamental challenges in the wild due to the multimodal nature of the physic”。",P163-C;P163-D;P163-A;P163-R
164,2026,Proxy Compression for Language Modeling,香港大学,香港大学；助理教授；2020-至今,字节级语言建模,如何保留压缩训练效率，同时在推理时直接处理原始字节？,联合训练原始字节和外部压缩视图，学习内部对齐。,字节级语言建模,"论文信息汇总.csv 序164：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_Proxy Compression for Language Modeling.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2602.04289；访问2026-09-17；arXiv作者顺序和摘要。
PDF发表标记：“Proceedings of the 43 International Conference on Machine               trasting it with compressed sequences often derived from that byte”。
原文摘要依据：“Modern language models are trained almost exclusively on token sequences produced by a fixed tokenizer, an external lossless compressor often over UTF-8 byte sequences, thereby coupling the model to t”。",P164-C
165,2026,DLM-Scope: Mechanistic Interpretability of Diffusion Language Models via Sparse Autoencoders,待核验,阶段待核验,扩散模型可解释性,扩散语言模型是否有可提取和干预的稀疏语义特征？,DLM-Scope使用Top-K稀疏自编码器分析不同层与去噪时刻。,扩散模型可解释性,"论文信息汇总.csv 序165：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2602.05859；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Sparse autoencoders (SAEs) have become a standard tool for mechanistic interpretability in autoregressive large language models (LLMs), enabling researchers to extract sparse, human-interpretable feat”。",P165-C;P165-D;P165-A;P165-R
166,2026,ToolSelf: Unifying Task Execution and Self-Reconfiguration via Tool-Driven Emergent Adaptation,香港大学,香港大学；助理教授；2020-至今,工具智能体与任务评测,智能体如何在执行中调整目标、工具和上下文？,ToolSelf把配置更新统一为工具动作，并通过两阶段训练学习调整。,工具智能体与任务评测,"论文信息汇总.csv 序166：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_ToolSelf_ Unifying Task Execution and Self-Reconfiguration via Tool-Driven Emergent Adaptation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2602.07883；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“LLM-powered agentic systems excel at complex long-horizon tasks, but remain constrained by static configurations fixed before execution. Such rigidity forces a trade-off between domain-specific perfor”。",P166-C;P166-R
167,2026,TimeChat-Captioner: Scripting Multi-Scene Videos with Time-Aware and Structural Audio-Visual Captions,待核验,阶段待核验,音视频分割与描述,如何生成带明确时间戳的细粒度音视频叙述？,设计六维结构、OmniDCBench和SodaM，并结合SFT与GRPO训练。,音视频分割与描述,"论文信息汇总.csv 序167：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2602.08711；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“This paper proposes Omni Dense Captioning, a novel task designed to generate continuous, fine-grained, and structured audio-visual narratives with explicit timestamps. To ensure dense semantic coverag”。",P167-C;P167-D;P167-A;P167-R
168,2026,Claw-Eval: Towards Trustworthy Evaluation of Autonomous Agents,香港大学,香港大学；助理教授；2020-至今,工具智能体与任务评测,智能体评测如何同时衡量完成度、安全和稳定性？,Claw-Eval用执行轨迹、审计日志和环境快照对300项任务评分。,工具智能体与任务评测,"论文信息汇总.csv 序168：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_Claw-Eval_ Towards Trustworthy Evaluation of Autonomous Agents.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2604.06132；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Large language models are increasingly deployed as autonomous agents for multi-step workflows in real-world software environments. However, existing agent benchmarks are limited by trajectory-opaque g”。",P168-C;P168-R
