序号,导师姓名,论文标题,年份,尝试过的链接,失败原因,下一步建议
CP11,"Kong, Lingpeng",Generative and Discriminative Text Classification with Recurrent Neural Networks,2017,"https://dyogatama.github.io/publications.html
https://arxiv.org/abs/1703.01898",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP12,"Kong, Lingpeng",Lookahead Convolution Layer for Unidirectional Recurrent Neural Networks,2016,"https://dyogatama.github.io/publications.html
https://openreview.net/pdf?id=91EowxONgIkRlNvXUVog",CCF/CORE及期刊分区未核验；共同一作/通讯标记需论文首页复核；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP13,"Kong, Lingpeng",A Sparse and Adaptive Prior for Time-Dependent Model Parameters,2015,"https://dyogatama.github.io/publications.html
https://arxiv.org/abs/1310.2627",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP14,"Kong, Lingpeng",Predicting a Scientific Community’s Response to an Article,2011,"https://aclanthology.org/people/dani-yogatama/unverified/
https://aclanthology.org/D11-1055/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP15,"Kong, Lingpeng",Multilingual Spectral Clustering Using Document Similarity Propagation,2009,"https://aclanthology.org/people/dani-yogatama/unverified/
https://aclanthology.org/D09-1091/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP16,"Kong, Lingpeng",Should Neural Network Architecture Reflect Linguistic Structure?,2017,"https://aclanthology.org/people/chris-dyer/
https://aclanthology.org/K17-1001/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP17,"Kong, Lingpeng",Recurrent Neural Network Grammars,2016,"https://aclanthology.org/people/chris-dyer/
https://aclanthology.org/N16-1024/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP18,"Kong, Lingpeng",Practical Neural Networks for NLP: From Theory to Code,2016,"https://aclanthology.org/people/chris-dyer/
https://aclanthology.org/D16-2001/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP19,"Kong, Lingpeng",Transition-Based Dependency Parsing with Stack Long Short-Term Memory,未公开,"https://aclanthology.org/people/chris-dyer/
https://aclanthology.org/P15-1033/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP20,"Kong, Lingpeng",Book Reviews: Linguistic Fundamentals for Natural Language Processing: 100 Essentials from Morphology and Syntax by Emily M. Bender,2015,"https://aclanthology.org/people/chris-dyer/
https://aclanthology.org/J15-1007/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP21,"Kong, Lingpeng","A Simple, Fast, and Effective Reparameterization of IBM Model 2",2013,"https://aclanthology.org/people/chris-dyer/
https://aclanthology.org/N13-1073/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP22,"Kong, Lingpeng",The CMU-ARK German-English Translation System,未公开,"https://aclanthology.org/people/chris-dyer/
https://aclanthology.org/W11-2139/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP23,"Kong, Lingpeng",Unsupervised Word Alignment with Arbitrary Features,未公开,"https://aclanthology.org/people/chris-dyer/
https://aclanthology.org/P11-1042/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP24,"Kong, Lingpeng","cdec: A Decoder, Alignment, and Learning Framework for Finite-State and Context-Free Translation Models",2010,"https://aclanthology.org/people/chris-dyer/
https://aclanthology.org/P10-4002/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP25,"Kong, Lingpeng","Context-free reordering, finite-state translation",2010,"https://aclanthology.org/people/chris-dyer/
https://aclanthology.org/N10-1128/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP26,"Kong, Lingpeng",Two monolingual parses are better than one (synchronous parse),2010,"https://aclanthology.org/people/chris-dyer/
https://aclanthology.org/N10-1033/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP27,"Kong, Lingpeng",The University of Maryland Statistical Machine Translation System for the Fourth Workshop on Machine Translation,未公开,"https://aclanthology.org/people/chris-dyer/
https://aclanthology.org/W09-0426/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP28,"Kong, Lingpeng",Using a maximum entropy model to build segmentation lattices for MT,2009,"https://aclanthology.org/people/chris-dyer/
https://aclanthology.org/N09-1046/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP29,"Kong, Lingpeng","Fast, Easy, and Cheap: Construction of Statistical Machine Translation Models with MapReduce",未公开,"https://aclanthology.org/people/chris-dyer/
https://aclanthology.org/W08-0333/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP42,"Kong, Lingpeng",R3: End-to-End Reasoning-based Planning for Multi-step Retrosynthesis via Reinforcement Learning,2026,"https://aclanthology.org/people/jiangtao-feng/unverified/
https://aclanthology.org/2026.acl-long.1745/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP43,"Kong, Lingpeng",Overview of the 2014 NLP Unshared Task in PoliInformatics,2014,"https://aclanthology.org/people/noah-a-smith/
https://aclanthology.org/W14-2505/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP44,"Kong, Lingpeng",Book Reviews: Computational Approaches to Morphology and Syntax by Brian Roark and Richard Sproat,2008,"https://aclanthology.org/people/noah-a-smith/
https://aclanthology.org/J08-3007/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP45,"Kong, Lingpeng",Computationally Efficient M-Estimation of Log-Linear Structure Models,未公开,"https://aclanthology.org/people/noah-a-smith/
https://aclanthology.org/P07-1095/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP46,"Kong, Lingpeng",Weighted and Probabilistic Context-Free Grammars Are Equally Expressive,2007,"https://aclanthology.org/people/noah-a-smith/
https://aclanthology.org/J07-4003/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP47,"Kong, Lingpeng",Annealing Structural Bias in Multilingual Weighted Grammar Induction,未公开,"https://aclanthology.org/people/noah-a-smith/
https://aclanthology.org/P06-1072/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP48,"Kong, Lingpeng",Contrastive Estimation: Training Log-Linear Models on Unlabeled Data,未公开,"https://aclanthology.org/people/noah-a-smith/
https://aclanthology.org/P05-1044/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP49,"Kong, Lingpeng",Context-Based Morphological Disambiguation with Random Fields,未公开,"https://aclanthology.org/people/noah-a-smith/
https://aclanthology.org/H05-1060/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP50,"Kong, Lingpeng",Annealing Techniques For Unsupervised Statistical Language Learning,未公开,"https://aclanthology.org/people/noah-a-smith/
https://aclanthology.org/P04-1062/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP51,"Kong, Lingpeng",From Words to Corpora: Recognizing Translation,2002,"https://aclanthology.org/people/noah-a-smith/
https://aclanthology.org/W02-1013/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP52,"Kong, Lingpeng",Cairo: An Alignment Visualization Tool,未公开,"https://aclanthology.org/people/noah-a-smith/
https://aclanthology.org/L00-1041/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP66,"Kong, Lingpeng",x1: Learning to Think Adaptively Across Languages and Cultures,2026,"https://aclanthology.org/people/xiachong-feng/
https://aclanthology.org/2026.findings-acl.712/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP67,"Kong, Lingpeng",MSAMSum: Towards Benchmarking Multi-lingual Dialogue Summarization,2022,"https://aclanthology.org/people/xiachong-feng/
https://aclanthology.org/2022.dialdoc-1.1/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP68,"Kong, Lingpeng",Language Model as an Annotator: Exploring DialoGPT for Dialogue Summarization,2021,"https://aclanthology.org/people/xiachong-feng/
https://aclanthology.org/2021.acl-long.117/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP79,"Kong, Lingpeng",Orion: Towards Lab Automation with Computer-Using Agents,未公开,https://chang-github-00.github.io/-changma/,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP80,"Kong, Lingpeng",Certified Robustness Against Natural Language Attacks by Causal Intervention,2022,"https://chang-github-00.github.io/-changma/
https://arxiv.org/pdf/2205.12331.pdf",CCF/CORE及期刊分区未核验；共同一作/通讯标记需论文首页复核；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP91,"Kong, Lingpeng","Locate, Steer, and Improve: A Practical Survey of Actionable Mechanistic Interpretability in Large Language Models",2026,"https://aclanthology.org/people/jing-xiong/
https://aclanthology.org/2026.findings-acl.502/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP92,"Kong, Lingpeng",TRIGO: Benchmarking Formal Mathematical Proof Reduction for Generative Language Models,2023,"https://aclanthology.org/people/jing-xiong/
https://aclanthology.org/2023.emnlp-main.711/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP99,"Kong, Lingpeng",Intern-S2-Preview: Scientific Agentic Foundation Model,未公开,"https://zhao-ht.github.io/haitengzhao/
https://arxiv.org/pdf/2608.13505",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP100,"Kong, Lingpeng",Achieving Olympia-Level Geometry Large Language Model Agent via Complexity Boosting Reinforcement Learning,2026,"https://zhao-ht.github.io/haitengzhao/
https://arxiv.org/pdf/2512.10534",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP101,"Kong, Lingpeng",Are More Layers Beneficial to Graph Transformers?,2023,"https://zhao-ht.github.io/haitengzhao/
https://arxiv.org/pdf/2303.00579.pdf",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP102,"Kong, Lingpeng",Certified Robustness Against Natural Language Attacks by Causal Intervention,2022,"https://zhao-ht.github.io/haitengzhao/
https://arxiv.org/pdf/2205.12331.pdf",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP103,"Kong, Lingpeng",Domain Adaptation via Mutual Information Maximization,2022,"https://zhao-ht.github.io/haitengzhao/
https://arxiv.org/pdf/2110.12184.pdf",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP119,"Kong, Lingpeng",MAGE: Machine-generated Text Detection in the Wild,2024,"https://qtli.github.io/
https://arxiv.org/pdf/2305.13242",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP121,"Kong, Lingpeng",Knowledge Bridging for Empathetic Dialogue Generation,2022,"https://qtli.github.io/
https://arxiv.org/abs/2009.09708",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP122,"Kong, Lingpeng",Abstractive Opinion Tagging,2021,"https://qtli.github.io/
https://arxiv.org/abs/2101.06880",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP123,"Kong, Lingpeng",EmpDG: Multi-resolution Interactive Empathetic Dialogue Generation,2020,"https://qtli.github.io/
https://aclanthology.org/2020.coling-main.394.pdf",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP140,"Kong, Lingpeng",EconProver: Towards More Economical Test-Time Scaling for Automated Theorem Proving,2026,"https://aclanthology.org/people/shansan-gong/
https://aclanthology.org/2026.acl-long.2121/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP141,"Kong, Lingpeng",Transferable and Efficient: Unifying Dynamic Multi-Domain Product Categorization,2023,"https://aclanthology.org/people/shansan-gong/
https://aclanthology.org/2023.acl-industry.46/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP148,"Kong, Lingpeng",OmniPlay: Benchmarking Omni-Modal Models on Omni-Modal Game Playing (2025),未公开,"https://xijia-tao.github.io/
https://arxiv.org/abs/2508.04361",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP168,"Kong, Lingpeng",Scratchpad Patching: Decoupling Compute from Patch Size in Byte-Level Language Models,2026,"https://lzhengisme.github.io/
https://arxiv.org/abs/2605.09630",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP169,"Kong, Lingpeng",Generative Semantic Hashing Enhanced via Boltzmann Machines,2020,"https://aclanthology.org/people/lin-zheng/unverified/
https://aclanthology.org/2020.acl-main.71/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP180,"Kong, Lingpeng","Self-Distilled Reasoner: On-Policy Self-Distillation for Large Language Models,",2026,"https://zhxie.site/
https://arxiv.org/abs/2601.18734",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP181,"Kong, Lingpeng","Learning Versatile Skills with Curriculum Masking,",2024,"https://zhxie.site/
https://arxiv.org/pdf/2410.17744",CCF/CORE及期刊分区未核验；共同一作/通讯标记需论文首页复核；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP182,"Kong, Lingpeng","Calibrating Reasoning in Language Models with Internal Consistency,",2024,"https://zhxie.site/
https://arxiv.org/pdf/2405.18711",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP183,"Kong, Lingpeng","Future-conditioned Unsupervised Pretraining for Decision Transformer,",2023,"https://zhxie.site/
https://arxiv.org/pdf/2305.16683.pdf",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP184,"Kong, Lingpeng","Discovering Low-rank Subspaces for Language-agnostic Multilingual Representations,",2022,"https://zhxie.site/
https://arxiv.org/pdf/2401.05792v1.pdf",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP185,"Kong, Lingpeng","Comparison-based Conversational Recommender System with Relative Bandit Feedback,",2021,"https://zhxie.site/
https://arxiv.org/pdf/2208.09837.pdf",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP204,"Kong, Lingpeng",OpenICL: An Open-Source Framework for In-context Learning,2023,"https://jiacheng-ye.github.io/
https://arxiv.org/abs/2303.02913",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP205,"Kong, Lingpeng",Heterogeneous Graph Neural Networks for Keyphrase Generation,2021,"https://jiacheng-ye.github.io/
https://arxiv.org/abs/2109.04703",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP206,"Kong, Lingpeng",One2Set: Generating Diverse Keyphrases as a Set,2021,"https://jiacheng-ye.github.io/
https://arxiv.org/abs/2105.11134",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP207,"Kong, Lingpeng",Leveraging Document-Level Label Consistency for Named Entity Recognition,2020,"https://jiacheng-ye.github.io/
https://www.ijcai.org/proceedings/2020/0550.pdf",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP208,"Kong, Lingpeng",Uncertainty-Aware Label Refinement for Sequence Labeling,2020,"https://jiacheng-ye.github.io/
https://aclanthology.org/2020.emnlp-main.181.pdf",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP229,"Kong, Lingpeng","Look Less, Reason More: Rollout-Guided Adaptive Pixel-Space Reasoning",2026,"https://aclanthology.org/people/jiahui-gao/
https://aclanthology.org/2026.acl-long.225/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP230,"Kong, Lingpeng",AutoBERT-Zero: Evolving BERT Backbone from Scratch,2022,"https://sumilergao.github.io/jiahuig.hku/
https://arxiv.org/abs/2107.07445",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP231,"Kong, Lingpeng",UNISON: Unpaired Cross-Lingual Image Captioning,2022,"https://sumilergao.github.io/jiahuig.hku/
https://arxiv.org/pdf/2010.01288.pdf",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP232,"Kong, Lingpeng",Detecting Comments Showing Risk for Suicide in YouTube,2018,"https://sumilergao.github.io/jiahuig.hku/
https://link.springer.com/chapter/10.1007/978-3-030-02686-8_30",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP245,"Kong, Lingpeng","Director, AI Theory Lab",未公开,"https://zhenguol.github.io/
http://www.noahlab.com.hk/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP255,"Kong, Lingpeng",VITATECS: A Diagnostic Dataset for Temporal Concept Understanding of Video-Language Models,2024,"https://lilei-nlp.github.io/
https://arxiv.org/abs/2311.17404",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP256,"Kong, Lingpeng",Distributional Correlation-Aware Knowledge Distillation for Stock Trading Volume Prediction,2022,"https://lilei-nlp.github.io/
https://arxiv.org/pdf/2208.07232.pdf",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP257,"Kong, Lingpeng",From Mimicking to Integrating: Knowledge Integration for Pre-Trained Language Models,2022,"https://lilei-nlp.github.io/
https://aclanthology.org/2022.findings-emnlp.477",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP258,"Kong, Lingpeng",Dynamic Knowledge Distillation for Pre-trained Language Models,2021,"https://lilei-nlp.github.io/
https://aclanthology.org/2021.emnlp-main.31/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP259,"Kong, Lingpeng",CascadeBERT: Accelerating Inference of Pre-trained Language Models via Calibrated Complete Models Cascade,2021,"https://lilei-nlp.github.io/
https://aclanthology.org/2021.findings-emnlp.43",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP260,"Kong, Lingpeng",Alleviating the Knowledge-Language Inconsistency: A Study for Deep Commonsense Knowledge,未公开,"https://lilei-nlp.github.io/
https://arxiv.org/pdf/2105.13607.pdf",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP261,"Kong, Lingpeng",Enhancing Topic-to-essay Generation with External Commonsense Knowledge,2019,"https://lilei-nlp.github.io/
https://aclanthology.org/P19-1193/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP262,"Kong, Lingpeng",Augmenting Multi-Turn Text-to-SQL Datasets with Self-Play,2022,"https://leuchine.github.io/
https://arxiv.org/abs/2210.12096",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP263,"Kong, Lingpeng",Relational Memory Augmented Language Models,2022,"https://leuchine.github.io/
https://arxiv.org/abs/2201.09680",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP264,"Kong, Lingpeng",Pretraining the Noisy Channel Model for Task-Oriented Dialogue,2021,"https://leuchine.github.io/
https://arxiv.org/abs/2103.10518",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP265,"Kong, Lingpeng",Counterfactual Data Augmentation for Neural Machine Translation,2021,"https://leuchine.github.io/
https://leuchine.github.io/publication/counterfactual-data-augmentation/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP266,"Kong, Lingpeng",A Survey on Contextual Embeddings,2020,"https://leuchine.github.io/
https://arxiv.org/abs/2003.07278",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP267,"Kong, Lingpeng",Hyperbolic Graph Neural Networks,2019,"https://leuchine.github.io/
https://arxiv.org/pdf/1910.12892.pdf",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP268,"Kong, Lingpeng",Constrained Graph Variational Autoencoders for Molecule Design,2018,"https://leuchine.github.io/
https://arxiv.org/pdf/1805.09076.pdf",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP269,"Kong, Lingpeng",Mining Evidences for Concept Stock Recommendation,2018,"https://leuchine.github.io/
https://aclanthology.org/N18-1191/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP270,"Kong, Lingpeng",Learning Domain-specific Representations for Multi-Domain Sentiment Classification,2018,"https://leuchine.github.io/
https://aclanthology.org/N18-1050/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP271,"Kong, Lingpeng",Multi-modal Multi-task Learning for Automatic Dietary Assessment,2018,"https://leuchine.github.io/
https://leuchine.github.io/publication/dietary-assessment/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP285,"Kong, Lingpeng",Mitigating Context Interference for Reliable and Efficient Search Agents,2026,"https://aclanthology.org/people/sheng-wang/
https://aclanthology.org/2026.acl-long.160/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP290,"Kong, Lingpeng",Auction-based P2P VoD Streaming: Incentives and Optimal Scheduling,2012,https://i.cs.hku.hk/~cwu/publications.html,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP291,"Kong, Lingpeng",Diagnosing Network-wide P2P Live Streaming Inefficiencies,2012,https://i.cs.hku.hk/~cwu/publications.html,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP292,"Kong, Lingpeng",On Dynamic Server Provisioning in Multichannel P2P Live Streaming,2011,https://i.cs.hku.hk/~cwu/publications.html,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP293,"Kong, Lingpeng",Dynamic Bandwidth Auctions in Multioverlay P2P Streaming with Network Coding,2008,https://i.cs.hku.hk/~cwu/publications.html,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP294,"Kong, Lingpeng",rStream: Resilient and Optimal Peer-to-Peer Streaming with Rateless Codes,2008,https://i.cs.hku.hk/~cwu/publications.html,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP295,"Kong, Lingpeng",Multi-channel Live P2P Streaming: Refocusing on Servers,2008,https://i.cs.hku.hk/~cwu/publications.html,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
